time,U
2018.5164,160.43
2018.5192,158.53
2018.5219,155.93
2018.5247,153.23
2018.5274,160.13
2018.5301,159.33
2018.5329,157.13
2018.5356,163.43
2018.5384,154.23
2018.5411,156.63
2018.5438,151.63
2018.5466,159.03
2018.5493,155.23
2018.5521,163.63
2018.5548,158.43
2018.5575,161.03
2018.5603,161.23
2018.563,158.53
2018.5658,158.93
2018.5685,158.23
2018.5712,162.23
2018.574,159.13
2018.5767,159.13
2018.5795,157.63
2018.5822,159.93
2018.5849,160.43
2018.5877,161.53
2018.5904,159.03
2018.5932,156.63
2018.5959,158.73
2018.5986,161.33
2018.6014,162.63
2018.6041,156.33
2018.6068,160.53
2018.6096,155.53
2018.6123,156.33
2018.6151,157.73
2018.6178,156.73
2018.6205,152.73
2018.6233,155.33
2018.626,155.23
2018.6288,154.63
2018.6315,160.83
2018.6342,160.13
2018.637,155.83
2018.6397,157.33
2018.6425,159.13
2018.6452,161.03
2018.6479,160.93
2018.6507,157.13
2018.6534,154.13
2018.6562,154.23
2018.6589,155.23
2018.6616,157.23
2018.6644,154.83
2018.6671,153.43
2018.6699,156.73
2018.6726,158.33
2018.6753,153.93
2018.6781,157.53
2018.6808,164.53
2018.6836,165.13
2018.6863,166.43
2018.689,162.13
2018.6918,158.23
2018.6945,160.53
2018.6973,161.33
2018.7,161.53
2018.7027,163.33
2018.7055,159.33
2018.7082,158.33
2018.711,161.03
2018.7137,160.23
2018.7164,160.63
2018.7192,164.93
2018.7219,161.73
2018.7247,160.63
2018.7274,156.53
2018.7301,147.23
2018.7329,146.03
2018.7356,150.83
2018.7384,149.63
2018.7411,149.23
2018.7438,152.83
2018.7466,150.13
2018.7493,148.63
2018.7521,152.63
2018.7548,153.53
2018.7575,155.23
2018.7603,156.83
2018.763,155.23
2018.7658,152.83
2018.7685,157.03
2018.7712,158.73
2018.774,158.03
2018.7767,153.43
2018.7795,154.83
2018.7822,149.83
2018.7849,158.43
2018.7877,154.43
2018.7904,152.63
2018.7932,161.03
2018.7959,161.43
2018.7986,155.73
2018.8014,156.13
2018.8041,163.93
2018.8068,160.53
2018.8096,164.73
2018.8123,163.63
2018.8151,160.03
2018.8178,157.03
2018.8205,146.13
2018.8233,145.53
2018.826,150.93
2018.8288,157.43
2018.8315,158.93
2018.8342,155.43
2018.837,150.83
2018.8397,155.63
2018.8425,159.73
2018.8452,154.53
2018.8479,159.03
2018.8507,154.63
2018.8534,158.53
2018.8562,157.83
2018.8589,160.53
2018.8616,163.23
2018.8644,160.03
2018.8671,152.23
2018.8699,149.83
2018.8726,155.93
2018.8753,145.23
2018.8781,140.03
2018.8808,148.53
2018.8836,153.73
2018.8863,156.93
2018.889,157.93
2018.8918,160.13
2018.8945,159.73
2018.8973,159.73
2018.9,157.33
2018.9027,158.53
2018.9055,151.93
2018.9082,152.23
2018.911,154.73
2018.9137,155.43
2018.9164,158.63
2018.9192,159.03
2018.9219,162.43
2018.9247,161.33
2018.9274,156.23
2018.9301,157.03
2018.9329,157.83
2018.9356,164.33
2018.9384,162.23
2018.9411,161.93
2018.9438,150.03
2018.9466,152.73
2018.9493,150.03
2018.9521,148.73
2018.9548,147.33
2018.9575,153.63
2018.9603,148.23
2018.963,142.03
2018.9658,142.23
2018.9685,144.93
2018.9712,148.93
2018.974,144.23
2018.9767,142.23
2018.9795,139.73
2018.9822,150.63
2018.9849,159.43
2018.9877,168.13
2018.9904,162.03
2018.9932,165.23
2018.9959,155.53
2018.9986,155.73
2019.0014,154.23
2019.0041,155.33
2019.0068,145.93
2019.0096,147.63
2019.0123,149.03
2019.0151,143.43
2019.0178,153.13
2019.0205,159.23
2019.0233,153.43
2019.026,155.93
2019.0288,159.03
2019.0315,164.03
2019.0342,170.43
2019.037,167.83
2019.0397,164.03
2019.0425,160.03
2019.0452,154.93
2019.0479,153.23
2019.0507,153.53
2019.0534,154.53
2019.0562,152.23
2019.0589,155.23
2019.0616,153.53
2019.0644,151.73
2019.0671,150.13
2019.0699,151.03
2019.0726,153.23
2019.0753,153.23
2019.0781,148.23
2019.0808,145.53
2019.0836,145.13
2019.0863,146.03
2019.089,152.53
2019.0918,149.13
2019.0945,146.03
2019.0973,141.53
2019.1,143.43
2019.1027,142.83
2019.1055,161.43
2019.1082,157.23
2019.111,159.43
2019.1137,159.23
2019.1164,155.13
2019.1192,154.03
2019.1219,150.13
2019.1247,154.23
2019.1274,155.53
2019.1301,155.83
2019.1329,159.83
2019.1384,152.93
2019.1411,148.73
2019.1438,145.93
2019.1466,147.33
2019.1493,153.53
2019.1521,149.73
2019.1548,151.63
2019.1575,153.83
2019.1603,159.93
2019.163,155.03
2019.1658,158.93
2019.1685,157.63
2019.1712,159.93
2019.174,157.33
2019.1767,149.13
2019.1795,153.73
2019.1822,156.63
2019.1849,157.13
2019.1877,158.53
2019.1904,156.93
2019.1932,154.43
2019.1959,149.13
2019.1986,155.03
2019.2014,157.33
2019.2041,152.73
2019.2068,149.03
2019.2096,146.13
2019.2123,145.03
2019.2151,148.83
2019.2178,148.53
2019.2205,146.53
2019.2233,147.43
2019.226,147.23
2019.2288,149.43
2019.2315,145.83
2019.2342,144.83
2019.237,149.83
2019.2397,154.23
2019.2425,151.83
2019.2452,145.13
2019.2479,144.73
2019.2507,147.13
2019.2534,152.33
2019.2562,154.63
2019.2589,146.13
2019.2616,146.93
2019.2644,147.23
2019.2671,150.13
2019.2699,153.13
2019.2726,149.03
2019.2753,145.53
2019.2781,146.73
2019.2808,146.23
2019.2836,144.83
2019.2863,144.73
2019.289,146.23
2019.2918,146.63
2019.2945,147.03
2019.2973,146.83
2019.3,153.33
2019.3027,158.13
2019.3055,156.33
2019.3082,154.43
2019.311,158.33
2019.3137,157.83
2019.3164,158.63
2019.3192,154.83
2019.3219,155.33
2019.3247,153.53
2019.3274,156.33
2019.3301,163.03
2019.3329,161.53
2019.3356,157.53
2019.3384,161.03
2019.3411,156.53
2019.3438,153.33
2019.3466,153.23
2019.3493,154.63
2019.3521,155.53
2019.3548,158.43
2019.3575,158.83
2019.3603,150.73
2019.363,147.53
2019.3658,146.13
2019.3685,151.23
2019.3712,151.93
2019.374,155.63
2019.3767,159.33
2019.3795,157.03
2019.3822,156.03
2019.3849,157.53
2019.3877,160.03
2019.3904,153.43
2019.3932,152.73
2019.3959,159.03
2019.3986,153.23
2019.4014,155.13
2019.4041,152.63
2019.4068,149.23
2019.4096,147.63
2019.4123,151.03
2019.4151,151.13
2019.4178,155.73
2019.4205,152.83
2019.426,154.83
2019.4288,156.03
2019.4315,150.53
2019.4342,154.33
2019.437,152.83
2019.4397,151.93
2019.4425,153.23
2019.4452,152.03
2019.4479,154.03
2019.4507,149.63
2019.4534,152.73
2019.4562,153.83
2019.4589,156.23
2019.4616,157.03
2019.4644,156.73
2019.4671,160.03
2019.4699,157.43
2019.4726,151.73
2019.4753,149.13
2019.4781,150.43
2019.4808,153.13
2019.4836,157.73
2019.4863,152.83
2019.489,157.63
2019.4918,159.23
2019.4945,163.03
2019.4973,156.53
2019.5,157.33
2019.5027,155.43
2019.5055,155.13
2019.5082,156.33
2019.511,156.03
2019.5137,156.13
2019.5164,155.53
2019.5192,154.73
2019.5219,154.83
2019.5247,153.33
2019.5274,150.73
2019.5301,150.73
2019.5329,156.83
2019.5356,155.53
2019.5384,152.63
2019.5411,153.13
2019.5438,155.73
2019.5466,158.13
2019.5493,156.23
2019.5521,156.43
2019.5548,154.53
2019.5575,151.93
2019.5603,153.43
2019.563,154.73
2019.5658,157.23
2019.5685,156.43
2019.5712,164.23
2019.574,157.93
2019.5767,158.13
2019.5795,160.33
2019.5822,157.63
2019.5877,162.53
2019.5904,162.23
2019.5932,161.13
2019.5959,158.83
2019.5986,163.23
2019.6014,169.73
2019.6041,166.73
2019.6068,160.73
2019.6096,160.63
2019.6123,160.33
2019.6151,163.53
2019.6178,162.73
2019.6205,164.63
2019.6233,159.83
2019.626,161.13
2019.6288,167.93
2019.6315,160.53
2019.6342,159.53
2019.637,153.23
2019.6397,155.93
2019.6425,157.13
2019.6452,156.43
2019.6479,157.83
2019.6507,160.23
2019.6534,156.73
2019.6562,157.73
2019.6589,163.53
2019.6616,154.43
2019.6644,161.03
2019.6671,164.23
2019.6699,151.43
2019.6726,155.63
2019.6753,157.13
2019.6781,162.03
2019.6808,156.63
2019.6836,151.73
2019.6863,155.33
2019.689,153.83
2019.6918,151.63
2019.6945,152.03
2019.6973,157.73
2019.7,151.73
2019.7027,154.03
2019.7055,157.53
2019.7082,158.53
2019.711,155.73
2019.7137,151.93
2019.7164,148.03
2019.7192,149.73
2019.7219,155.43
2019.7247,149.33
2019.7274,150.63
2019.7301,154.13
2019.7329,153.63
2019.7356,153.23
2019.7384,155.33
2019.7411,155.03
2019.7438,159.03
2019.7466,160.83
2019.7493,161.73
2019.7521,157.83
2019.7548,155.03
2019.7575,154.33
2019.7603,149.53
2019.763,152.63
2019.7658,155.83
2019.7685,156.73
2019.7712,160.83
2019.774,160.63
2019.7767,162.03
2019.7795,159.83
2019.7822,155.23
2019.7849,154.93
2019.7877,154.13
2019.7904,152.73
2019.7932,152.03
2019.7959,153.83
2019.7986,152.33
2019.8014,149.43
2019.8041,149.83
2019.8068,162.43
2019.8096,159.83
2019.8123,160.13
2019.8151,162.13
2019.8178,159.63
2019.8205,159.93
2019.8233,155.73
2019.826,151.63
2019.8288,152.03
2019.8315,155.43
2019.8342,158.93
2019.837,163.03
2019.8397,166.23
2019.8425,163.63
2019.8452,167.43
2019.8479,166.13
2019.8507,158.43
2019.8534,152.83
2019.8562,156.93
2019.8589,159.23
2019.8616,158.33
2019.8644,159.93
2019.8671,164.43
2019.8699,158.03
2019.8726,157.13
2019.8753,156.53
2019.8781,152.63
2019.8808,151.03
2019.8836,156.53
2019.8863,143.93
2019.889,140.73
2019.8918,149.13
2019.8945,150.53
2019.8973,153.03
2019.9,151.73
2019.9027,157.93
2019.9055,156.13
2019.9082,157.43
2019.911,158.73
2019.9137,151.23
2019.9164,150.83
2019.9192,149.53
2019.9219,152.13
2019.9247,152.93
2019.9274,157.73
2019.9301,159.73
2019.9329,155.33
2019.9356,160.93
2019.9384,154.63
2019.9411,155.13
2019.9438,152.63
2019.9466,152.53
2019.9493,140.53
2019.9521,150.43
2019.9548,149.43
2019.9575,147.73
2019.9603,150.83
2019.963,149.93
2019.9658,151.13
2019.9685,149.03
2019.9712,153.63
2019.974,154.83
2019.9767,145.93
2019.9795,154.83
2019.9822,152.33
2019.9849,148.43
2019.9877,139.83
2019.9904,143.93
2019.9932,146.03
2019.9959,152.73
2019.9986,153.23
2020.0014,156.13
2020.0041,158.23
2020.0068,160.23
2020.0096,157.43
2020.0123,152.73
2020.015,153.53
2020.0178,154.53
2020.0205,158.03
2020.0232,154.63
2020.026,156.83
2020.0287,155.93
2020.0314,155.93
2020.0342,157.93
2020.0369,153.13
2020.0396,156.43
2020.0423,147.73
2020.0451,148.83
2020.0478,149.93
2020.0505,143.53
2020.0533,147.53
2020.056,152.33
2020.0587,153.63
2020.0615,153.73
2020.0642,155.63
2020.0669,155.63
2020.0697,157.03
2020.0724,153.23
2020.0751,154.53
2020.0779,155.43
2020.0806,157.73
2020.0833,160.33
2020.0861,163.53
2020.0888,163.53
2020.0915,162.63
2020.0943,159.93
2020.097,156.33
2020.0997,156.73
2020.1025,153.63
2020.1052,156.53
2020.1079,161.13
2020.1107,170.53
2020.1134,169.73
2020.1161,162.13
2020.1189,155.83
2020.1216,153.33
2020.1243,156.33
2020.127,162.63
2020.1298,161.03
2020.1325,160.33
2020.1352,159.23
2020.138,153.93
2020.1407,155.03
2020.1434,162.03
2020.1462,158.83
2020.1489,155.63
2020.1516,157.43
2020.1544,157.03
2020.1571,157.93
2020.1598,156.33
2020.1626,161.73
2020.1653,164.73
2020.168,161.03
2020.1708,152.83
2020.1735,154.13
2020.1762,162.03
2020.179,160.83
2020.1817,159.93
2020.1844,159.43
2020.1872,163.33
2020.1899,164.33
2020.1926,162.93
2020.1954,165.43
2020.1981,161.83
2020.2008,159.13
2020.2036,160.03
2020.2063,156.43
2020.209,157.13
2020.2117,155.53
2020.2145,154.23
2020.2172,152.53
2020.2199,148.43
2020.2227,149.83
2020.2254,149.93
2020.2281,159.63
2020.2309,159.83
2020.2336,159.53
2020.2363,153.53
2020.2391,154.93
2020.2418,151.93
2020.2445,155.53
2020.2473,162.53
2020.25,166.93
2020.2527,169.63
2020.2555,165.23
2020.2582,158.53
2020.2609,154.13
2020.2637,158.83
2020.2664,159.53
2020.2691,158.63
2020.2719,158.53
2020.2746,154.53
2020.2773,156.73
2020.2801,163.53
2020.2828,159.93
2020.2855,159.93
2020.2883,163.33
2020.291,161.73
2020.2937,159.73
2020.2964,158.13
2020.2992,157.33
2020.3019,155.63
2020.3046,155.93
2020.3074,157.03
2020.3101,160.93
2020.3128,162.23
2020.3156,165.73
2020.3183,165.63
2020.321,163.43
2020.3238,164.23
2020.3265,162.03
2020.3292,163.53
2020.332,165.13
2020.3347,158.73
2020.3374,155.73
2020.3402,154.33
2020.3429,155.23
2020.3456,158.93
2020.3484,157.23
2020.3511,159.43
2020.3538,158.13
2020.3566,160.43
2020.3593,157.43
2020.362,159.03
2020.3648,158.43
2020.3675,155.93
2020.3702,158.23
2020.373,155.23
2020.3757,156.73
2020.3784,155.33
2020.3811,154.73
2020.3839,150.83
2020.3866,155.73
2020.3893,156.73
2020.3921,154.33
2020.3948,149.93
2020.3975,153.63
2020.4003,145.03
2020.403,150.23
2020.4057,150.53
2020.4085,153.13
2020.4112,152.53
2020.4139,157.03
2020.4167,158.83
2020.4194,160.03
2020.4221,163.03
2020.4249,164.13
2020.4276,168.83
2020.4303,167.53
2020.4331,167.53
2020.4358,163.13
2020.4385,162.13
2020.4413,159.83
2020.444,159.63
2020.4467,159.03
2020.4495,158.13
2020.4522,160.43
2020.4549,165.13
2020.4577,166.33
2020.4604,164.83
2020.4631,167.23
2020.4658,162.63
2020.4686,160.63
2020.4713,161.83
2020.474,162.03
2020.4768,164.73
2020.4795,170.63
2020.4822,170.33
2020.485,174.53
2020.4877,171.23
2020.4904,178.33
2020.4932,176.33
2020.4959,177.13
2020.4986,177.13
2020.5014,175.33
2020.5041,175.63
2020.5068,174.43
2020.5096,176.43
2020.5123,171.83
2020.515,170.83
2020.5178,168.23
2020.5205,167.73
2020.5232,169.63
2020.526,164.53
2020.5287,162.03
2020.5314,170.43
2020.5342,170.33
2020.5369,168.53
2020.5396,171.33
2020.5423,171.83
2020.5451,168.43
2020.5478,169.23
2020.5505,169.13
2020.5533,170.53
2020.556,170.93
2020.5587,173.13
2020.5615,181.13
2020.5642,170.73
2020.5669,172.53
2020.5697,168.53
2020.5724,175.73
2020.5751,171.63
2020.5779,169.03
2020.5806,170.23
2020.5833,173.93
2020.5861,173.93
2020.5888,175.43
2020.5915,170.73
2020.5943,172.93
2020.597,169.53
2020.5997,168.63
2020.6025,173.23
2020.6052,170.13
2020.6079,168.13
2020.6107,172.93
2020.6134,174.13
2020.6161,169.43
2020.6189,176.23
2020.6216,174.93
2020.6243,178.33
2020.627,172.63
2020.6298,175.03
2020.6325,172.33
2020.6352,178.33
2020.638,173.93
2020.6407,172.03
2020.6434,178.83
2020.6462,176.73
2020.6489,176.93
2020.6516,176.33
2020.6544,173.73
2020.6571,174.73
2020.6598,174.23
2020.6626,172.13
2020.6653,169.13
2020.668,169.53
2020.6708,170.03
2020.6735,168.33
2020.6762,172.83
2020.679,170.03
2020.6817,174.03
2020.6844,170.53
2020.6872,171.73
2020.6899,170.73
2020.6926,172.03
2020.6954,174.53
2020.6981,170.73
2020.7008,172.13
2020.7036,169.33
2020.7063,174.63
2020.709,168.63
2020.7117,170.53
2020.7145,173.03
2020.7172,171.43
2020.7199,173.13
2020.7227,176.73
2020.7254,184.63
2020.7281,176.03
2020.7309,177.33
2020.7336,175.93
2020.7363,176.73
2020.7391,173.63
2020.7418,171.83
2020.7445,167.53
2020.7473,171.23
2020.75,172.03
2020.7527,174.73
2020.7555,181.23
2020.7582,183.53
2020.7609,179.43
2020.7637,182.53
2020.7664,178.13
2020.7691,175.93
2020.7719,169.63
2020.7746,165.23
2020.7773,168.63
2020.7801,170.83
2020.7828,169.73
2020.7855,173.43
2020.7883,170.93
2020.791,171.13
2020.7937,173.73
2020.7964,175.43
2020.7992,173.53
2020.8019,175.83
2020.8046,180.33
2020.8074,181.43
2020.8101,181.23
2020.8128,180.23
2020.8156,174.83
2020.8183,175.43
2020.821,173.53
2020.8238,168.13
2020.8265,171.63
2020.8292,171.73
2020.832,169.33
2020.8347,171.53
2020.8374,181.33
2020.8402,169.23
2020.8429,162.23
2020.8456,168.83
2020.8484,175.23
2020.8511,168.73
2020.8538,166.83
2020.8566,164.43
2020.8593,164.63
2020.862,167.93
2020.8648,165.53
2020.8675,167.93
2020.8702,168.43
2020.873,167.53
2020.8757,173.13
2020.8784,170.43
2020.8811,172.73
2020.8839,173.83
2020.8866,170.13
2020.8893,165.23
2020.8921,166.83
2020.8948,169.93
2020.8975,169.13
2020.9003,169.53
2020.903,168.13
2020.9057,168.23
2020.9085,165.13
2020.9112,164.03
2020.9139,167.23
2020.9167,166.93
2020.9194,166.53
2020.9221,168.63
2020.9249,166.93
2020.9276,168.93
2020.9303,170.23
2020.9331,171.83
2020.9358,170.03
2020.9385,171.93
2020.9413,172.73
2020.944,168.03
2020.9467,174.03
2020.9495,173.03
2020.9522,173.13
2020.9549,174.23
2020.9577,170.63
2020.9604,170.03
2020.9631,169.53
2020.9658,173.93
2020.9686,174.43
2020.9713,167.03
2020.974,171.33
2020.9768,171.03
2020.9795,171.73
2020.9822,170.33
2020.985,174.43
2020.9877,175.53
2020.9904,179.03
2020.9932,178.83
2020.9959,174.53
2020.9986,171.13
2021.0014,168.23
2021.0041,165.63
2021.0068,166.63
2021.0096,164.63
2021.0123,165.83
2021.0151,166.13
2021.0178,166.83
2021.0205,164.63
2021.0233,164.23
2021.026,165.53
2021.0288,166.23
2021.0315,159.93
2021.0342,159.63
2021.037,157.53
2021.0397,160.23
2021.0425,163.03
2021.0452,167.03
2021.0479,166.53
2021.0507,169.03
2021.0534,169.63
2021.0562,174.43
2021.0589,181.93
2021.0616,178.03
2021.0644,180.63
2021.0671,176.03
2021.0699,173.83
2021.0726,174.83
2021.0753,174.43
2021.0781,175.93
2021.0808,176.13
2021.0836,177.93
2021.0863,176.53
2021.089,175.53
2021.0918,173.43
2021.0945,172.13
2021.0973,166.73
2021.1,162.83
2021.1027,166.43
2021.1055,168.83
2021.1082,168.03
2021.111,167.23
2021.1137,161.93
2021.1164,163.53
2021.1192,165.93
2021.1219,166.53
2021.1247,170.53
2021.1274,172.23
2021.1301,172.73
2021.1329,174.13
2021.1356,172.43
2021.1384,173.13
2021.1411,172.83
2021.1438,166.73
2021.1466,166.73
2021.1493,172.63
2021.1521,174.53
2021.1548,172.23
2021.1575,169.03
2021.1603,170.83
2021.163,171.23
2021.1658,169.73
2021.1685,170.43
2021.1712,170.93
2021.174,166.63
2021.1767,171.23
2021.1795,173.03
2021.1822,171.03
2021.1849,170.33
2021.1877,171.33
2021.1904,180.13
2021.1932,179.43
2021.1959,177.53
2021.1986,178.33
2021.2014,175.23
2021.2041,172.63
2021.2068,169.53
2021.2096,170.93
2021.2123,173.63
2021.2151,179.03
2021.2178,182.13
2021.2205,182.03
2021.2233,179.33
2021.226,182.93
2021.2288,175.93
2021.2315,174.43
2021.2342,177.03
2021.237,171.33
2021.2397,174.33
2021.2425,173.63
2021.2452,172.93
2021.2479,175.13
2021.2507,175.13
2021.2534,175.33
2021.2562,182.43
2021.2589,183.53
2021.2616,183.53
2021.2644,177.23
2021.2671,171.43
2021.2699,173.13
2021.2726,166.73
2021.2753,165.83
2021.2781,161.93
2021.2808,162.83
2021.2836,164.03
2021.2863,162.73
2021.289,165.43
2021.2918,170.33
2021.2945,165.03
2021.2973,166.73
2021.3,170.83
2021.3027,176.23
2021.3055,170.23
2021.3082,169.03
2021.311,167.03
2021.3137,164.83
2021.3164,166.73
2021.3192,170.63
2021.3219,172.83
2021.3247,170.73
2021.3274,172.13
2021.3301,171.53
2021.3329,174.33
2021.3356,174.03
2021.3384,176.43
2021.3411,178.83
2021.3438,175.43
2021.3466,172.03
2021.3493,173.53
2021.3521,174.03
2021.3548,175.13
2021.3575,179.23
2021.3603,177.33
2021.363,180.53
2021.3658,178.13
2021.3685,178.03
2021.3712,179.03
2021.374,178.73
2021.3767,182.43
2021.3795,180.23
2021.3822,180.63
2021.3849,182.13
2021.3877,181.83
2021.3904,178.33
2021.3932,177.53
2021.3959,172.73
2021.3986,178.93
2021.4014,173.23
2021.4041,177.93
2021.4068,175.13
2021.4096,175.43
2021.4123,175.43
2021.4151,175.63
2021.4178,174.43
2021.4205,173.73
2021.4233,175.53
2021.426,175.73
2021.4288,180.73
2021.4315,181.23
2021.4342,180.03
2021.437,182.33
2021.4397,180.43
2021.4425,184.83
2021.4452,182.53
2021.4479,180.63
2021.4507,179.33
2021.4534,180.33
2021.4562,180.53
2021.4589,178.33
2021.4616,181.73
2021.4644,185.03
2021.4671,181.83
2021.4699,182.43
2021.4726,177.03
2021.4753,178.33
2021.4781,177.33
2021.4808,173.23
2021.4836,179.43
2021.4863,177.53
2021.489,182.63
2021.4918,185.73
2021.4945,179.33
2021.4973,184.63
2021.5,179.33
2021.5027,179.23
2021.5055,182.83
2021.5082,183.63
2021.511,181.03
2021.5137,182.83
2021.5164,179.43
2021.5192,180.23
2021.5219,185.03
2021.5247,179.03
2021.5274,182.03
2021.5301,182.03
2021.5329,179.83
2021.5356,185.53
2021.5384,187.73
2021.5411,183.23
2021.5438,186.43
2021.5466,186.33
2021.5493,184.13
2021.5521,184.83
2021.5548,184.23
2021.5575,183.13
2021.5603,181.63
2021.563,183.13
2021.5658,184.23
2021.5685,185.13
2021.5712,187.23
2021.574,186.83
2021.5767,186.43
2021.5795,190.73
2021.5822,190.03
2021.5849,184.43
2021.5877,181.83
2021.5904,183.73
2021.5932,181.83
2021.5959,183.33
2021.5986,179.13
2021.6014,180.53
2021.6041,182.03
2021.6068,178.73
2021.6096,184.73
2021.6123,177.03
2021.6151,179.23
2021.6178,179.93
2021.6205,182.43
2021.6233,180.93
2021.626,184.53
2021.6288,181.03
2021.6315,181.03
2021.6342,175.63
2021.637,172.43
2021.6397,171.53
2021.6425,171.53
2021.6452,171.23
2021.6479,175.73
2021.6507,176.73
2021.6534,172.63
2021.6562,173.83
2021.6589,176.23
2021.6616,177.33
2021.6644,180.13
2021.6671,182.73
2021.6699,183.13
2021.6726,183.23
2021.6753,178.73
2021.6781,180.23
2021.6808,179.53
2021.6836,180.23
2021.6863,184.13
2021.689,189.63
2021.6918,187.33
2021.6945,190.63
2021.6973,185.33
2021.7,189.23
2021.7027,182.23
2021.7055,180.43
2021.7082,181.83
2021.711,182.93
2021.7137,179.63
2021.7164,181.33
2021.7192,178.43
2021.7219,175.83
2021.7247,185.63
2021.7274,186.03
2021.7301,189.63
2021.7329,185.93
2021.7356,183.63
2021.7384,181.63
2021.7411,176.43
2021.7438,177.23
2021.7466,175.13
2021.7493,178.23
2021.7521,180.03
2021.7548,186.43
2021.7575,178.73
2021.7603,174.53
2021.763,176.83
2021.7658,172.63
2021.7685,172.33
2021.7712,178.23
2021.774,179.13
2021.7767,178.23
2021.7795,175.93
2021.7822,177.43
2021.7849,181.63
2021.7877,177.93
2021.7904,181.13
2021.7932,180.33
2021.7959,176.73
2021.7986,180.03
2021.8014,183.53
2021.8041,187.53
2021.8068,186.33
2021.8096,178.53
2021.8123,176.23
2021.8151,179.23
2021.8178,176.83
2021.8205,175.33
2021.8233,172.23
2021.826,178.03
2021.8288,178.63
2021.8315,177.33
2021.8342,183.33
2021.837,182.03
2021.8397,185.43
2021.8425,179.13
2021.8452,175.13
2021.8479,176.73
2021.8507,180.93
2021.8534,175.73
2021.8562,175.03
2021.8589,171.33
2021.8616,169.33
2021.8644,176.33
2021.8671,176.93
2021.8699,170.63
2021.8726,176.03
2021.8753,177.03
2021.8781,177.53
2021.8808,180.13
2021.8836,180.63
2021.8863,182.23
2021.889,180.43
2021.8918,178.73
2021.8945,174.13
2021.8973,179.13
2021.9,181.83
2021.9027,182.43
2021.9055,184.23
2021.9082,181.33
2021.911,183.43
2021.9137,185.73
2021.9164,188.13
2021.9192,186.53
2021.9219,179.93
2021.9247,174.23
2021.9274,174.13
2021.9301,172.43
2021.9329,174.33
2021.9356,174.83
2021.9384,177.43
2021.9411,169.33
2021.9438,166.43
2021.9466,176.73
2021.9493,174.73
2021.9521,174.53
2021.9548,171.53
2021.9575,172.43
2021.9603,171.13
2021.963,175.43
2021.9658,177.23
2021.9685,175.33
2021.9712,174.03
2021.974,174.23
2021.9767,181.03
2021.9795,181.33
2021.9822,180.63
2021.9849,178.93
2021.9877,177.63
2021.9904,176.63
2021.9932,178.33
2021.9959,179.53
2021.9986,184.43
2022.0014,178.73
2022.0041,178.33
2022.0068,186.03
2022.0096,187.53
2022.0123,186.23
2022.0151,181.03
2022.0178,178.53
2022.0205,177.33
2022.0233,174.63
2022.026,173.83
2022.0288,171.73
2022.0315,174.93
2022.0342,183.13
2022.037,181.23
2022.0397,180.53
2022.0425,184.23
2022.0452,182.53
2022.0479,181.83
2022.0507,182.63
2022.0534,183.03
2022.0562,180.03
2022.0589,175.83
2022.0616,177.73
2022.0644,176.33
2022.0671,176.53
2022.0699,182.13
2022.0726,181.63
2022.0753,177.83
2022.0781,180.93
2022.0808,182.53
2022.0836,180.13
2022.0863,180.63
2022.089,176.03
2022.0918,174.43
2022.0945,180.13
2022.0973,184.63
2022.1,182.03
2022.1027,183.93
2022.1055,179.43
2022.1082,177.83
2022.111,174.33
2022.1137,171.13
2022.1164,174.33
2022.1192,175.03
2022.1219,180.63
2022.1247,177.93
2022.1274,181.13
2022.1301,189.73
2022.1329,187.23
2022.1356,186.83
2022.1384,185.83
2022.1411,187.93
2022.1438,182.73
2022.1466,179.93
2022.1493,179.83
2022.1521,176.23
2022.1548,169.93
2022.1575,170.13
2022.1603,171.93
2022.163,174.03
2022.1658,173.93
2022.1685,177.73
2022.1712,176.13
2022.174,178.13
2022.1767,178.63
2022.1795,177.53
2022.1822,173.93
2022.1849,172.43
2022.1877,173.83
2022.1904,175.43
2022.1932,177.23
2022.1959,178.33
2022.1986,178.53
2022.2014,180.73
2022.2041,177.63
2022.2068,174.43
2022.2096,170.83
2022.2123,170.43
2022.2151,171.23
2022.2178,173.73
2022.2205,178.03
2022.2233,179.63
2022.226,182.83
2022.2288,186.13
2022.2315,182.93
2022.2342,181.23
2022.237,187.23
2022.2397,180.43
2022.2425,183.03
2022.2452,178.53
2022.2479,182.13
2022.2507,185.53
2022.2534,186.93
2022.2562,190.13
2022.2589,191.73
2022.2616,189.33
2022.2644,193.83
2022.2671,190.03
2022.2699,182.63
2022.2726,182.33
2022.2753,178.53
2022.2781,177.53
2022.2808,174.93
2022.2836,174.23
2022.2863,173.73
2022.289,176.53
2022.2918,178.03
2022.2945,181.23
2022.2973,179.93
2022.3,181.23
2022.3027,180.03
2022.3055,180.63
2022.3082,182.23
2022.311,186.03
2022.3137,186.03
2022.3164,182.23
2022.3192,177.53
2022.3219,177.63
2022.3247,178.83
2022.3274,180.03
2022.3301,183.73
2022.3329,187.23
2022.3356,185.83
2022.3384,187.73
2022.3411,185.63
2022.3438,187.73
2022.3466,183.73
2022.3493,177.83
2022.3521,181.13
2022.3548,185.53
2022.3575,188.63
2022.3603,189.63
2022.363,189.13
2022.3658,185.33
2022.3685,182.53
2022.3712,179.83
2022.374,180.93
2022.3767,184.63
2022.3795,186.13
2022.3822,187.53
2022.3849,185.83
2022.3877,187.53
2022.3904,189.93
