time,U
2006.8973,55.53
2006.9,53.63
2006.9027,55.13
2006.9055,47.33
2006.9082,49.13
2006.911,44.63
2006.9137,48.03
2006.9164,59.13
2006.9192,55.43
2006.9219,56.83
2006.9247,59.33
2006.9274,61.83
2006.9301,61.73
2006.9329,60.13
2006.9356,60.33
2006.9384,59.53
2006.9411,52.93
2006.9438,64.03
2006.9466,54.73
2006.9493,54.73
2006.9521,49.93
2006.9548,57.13
2006.9575,58.63
2006.9603,54.33
2006.963,52.83
2006.9658,53.43
2006.9685,48.83
2006.9712,50.63
2006.974,54.13
2006.9767,52.53
2006.9795,53.53
2006.9822,48.63
2006.9849,54.93
2006.9877,54.43
2006.9904,59.33
2006.9932,58.63
2006.9959,57.83
2006.9986,60.53
2007.0014,64.33
2007.0041,63.93
2007.0068,56.83
2007.0096,61.33
2007.0123,63.23
2007.0151,61.73
2007.0178,55.63
2007.0205,57.43
2007.0233,56.03
2007.026,57.93
2007.0288,60.63
2007.0315,62.03
2007.0342,57.93
2007.037,58.43
2007.0397,55.73
2007.0425,54.83
2007.0452,57.73
2007.0479,65.13
2007.0507,61.33
2007.0534,56.43
2007.0562,49.83
2007.0589,42.53
2007.0616,40.93
2007.0644,41.73
2007.0671,48.33
2007.0699,51.63
2007.0726,49.03
2007.0753,50.83
2007.0781,49.33
2007.0808,50.73
2007.0836,51.83
2007.0863,52.93
2007.089,55.83
2007.0918,54.03
2007.0945,54.03
2007.0973,55.63
2007.1,55.93
2007.1027,52.63
2007.1055,54.03
2007.1082,52.23
2007.111,53.33
2007.1137,57.13
2007.1164,61.23
2007.1192,59.53
2007.1219,57.53
2007.1247,52.53
2007.1274,51.53
2007.1301,58.63
2007.1329,59.43
2007.1356,57.03
2007.1384,46.33
2007.1411,44.73
2007.1438,47.43
2007.1466,48.53
2007.1493,52.23
2007.1521,57.03
2007.1548,56.23
2007.1575,59.63
2007.1603,65.73
2007.163,70.63
2007.1658,68.13
2007.1685,66.13
2007.1712,62.33
2007.174,61.53
2007.1767,60.53
2007.1795,61.73
2007.1822,58.93
2007.1849,59.53
2007.1877,57.33
2007.1904,58.73
2007.1932,56.83
2007.1959,57.53
2007.1986,56.93
2007.2014,60.43
2007.2041,63.73
2007.2068,68.33
2007.2096,71.73
2007.2123,67.83
2007.2151,61.63
2007.2178,56.63
2007.2205,53.93
2007.2233,51.73
2007.226,50.93
2007.2288,50.73
2007.2315,53.63
2007.2342,56.43
2007.237,57.93
2007.2397,57.13
2007.2425,57.43
2007.2452,55.53
2007.2479,56.33
2007.2507,62.13
2007.2534,59.93
2007.2562,63.13
2007.2589,71.03
2007.2616,62.43
2007.2644,58.33
2007.2671,55.63
2007.2699,60.93
2007.2726,61.33
2007.2753,61.43
2007.2781,55.13
2007.2808,58.53
2007.2836,59.53
2007.2863,62.13
2007.289,64.83
2007.2918,63.83
2007.2945,62.53
2007.2973,64.33
2007.3,62.33
2007.3027,57.23
2007.3055,58.33
2007.3082,60.33
2007.311,63.43
2007.3137,64.33
2007.3164,63.63
2007.3192,61.73
2007.3219,56.03
2007.3247,59.43
2007.3274,60.13
2007.3301,60.53
2007.3329,63.23
2007.3356,63.33
2007.3384,65.53
2007.3411,67.73
2007.3438,66.03
2007.3466,69.43
2007.3493,72.53
2007.3521,72.83
2007.3548,69.03
2007.3575,70.23
2007.3603,69.73
2007.363,67.03
2007.3658,68.93
2007.3685,71.03
2007.3712,65.53
2007.374,68.53
2007.3767,68.53
2007.3795,67.83
2007.3822,66.93
2007.3849,65.53
2007.3877,63.73
2007.3904,65.13
2007.3932,67.23
2007.3959,69.53
2007.3986,70.83
2007.4014,74.33
2007.4041,70.33
2007.4068,70.23
2007.4096,66.93
2007.4123,65.23
2007.4151,57.93
2007.4178,57.13
2007.4205,58.73
2007.4233,64.03
2007.426,73.73
2007.4288,67.13
2007.4315,62.83
2007.4342,64.13
2007.437,68.83
2007.4397,69.93
2007.4425,71.33
2007.4452,75.03
2007.4479,70.33
2007.4507,65.63
2007.4534,69.13
2007.4562,72.63
2007.4589,74.53
2007.4616,71.13
2007.4644,69.93
2007.4671,69.23
2007.4699,69.33
2007.4726,64.83
2007.4753,69.23
2007.4781,72.33
2007.4808,75.03
2007.4836,80.73
2007.4863,78.03
2007.489,78.03
2007.4918,69.93
2007.4945,72.53
2007.4973,64.83
2007.5,66.03
2007.5027,67.63
2007.5055,69.23
2007.5082,76.03
2007.511,75.53
2007.5137,70.73
2007.5164,70.93
2007.5192,70.83
2007.5219,70.93
2007.5247,71.73
2007.5274,70.73
2007.5301,67.43
2007.5329,71.23
2007.5356,68.63
2007.5384,68.33
2007.5411,69.53
2007.5438,67.43
2007.5466,64.43
2007.5493,66.03
2007.5521,69.73
2007.5548,67.63
2007.5575,71.53
2007.5603,73.93
2007.563,72.23
2007.5658,70.33
2007.5685,68.33
2007.5712,70.73
2007.574,68.63
2007.5767,64.63
2007.5795,68.23
2007.5822,69.03
2007.5849,66.83
2007.5877,68.53
2007.5904,66.43
2007.5932,67.73
2007.5959,66.43
2007.5986,65.53
2007.6014,62.53
2007.6041,71.13
2007.6068,66.73
2007.6096,64.73
2007.6123,77.93
2007.6151,71.53
2007.6178,69.83
2007.6205,79.23
2007.6233,75.83
2007.626,69.03
2007.6288,78.13
2007.6315,73.23
2007.6342,73.93
2007.637,72.53
2007.6397,70.43
2007.6425,70.73
2007.6452,76.83
2007.6479,67.83
2007.6507,72.63
2007.6534,69.33
2007.6562,70.93
2007.6589,69.13
2007.6616,69.63
2007.6644,70.13
2007.6671,71.83
2007.6699,72.93
2007.6726,72.13
2007.6753,63.03
2007.6781,63.33
2007.6808,68.83
2007.6836,68.83
2007.6863,66.43
2007.689,67.23
2007.6918,69.83
2007.6945,67.03
2007.6973,65.63
2007.7,67.03
2007.7027,68.53
2007.7055,66.53
2007.7082,69.63
2007.711,71.23
2007.7137,67.93
2007.7164,67.23
2007.7192,65.73
2007.7219,63.53
2007.7247,61.13
2007.7274,60.93
2007.7301,63.03
2007.7329,68.23
2007.7356,63.33
2007.7384,58.83
2007.7411,57.03
2007.7438,65.73
2007.7466,63.33
2007.7493,60.63
2007.7521,62.53
2007.7548,64.63
2007.7575,61.03
2007.7603,64.03
2007.763,65.03
2007.7658,67.43
2007.7685,66.63
2007.7712,68.53
2007.774,60.23
2007.7767,68.23
2007.7795,64.63
2007.7822,66.73
2007.7849,65.73
2007.7877,70.63
2007.7904,71.33
2007.7932,71.43
2007.7959,65.63
2007.7986,61.93
2007.8014,62.43
2007.8041,60.63
2007.8068,63.13
2007.8096,63.03
2007.8123,64.23
2007.8151,66.13
2007.8178,66.13
2007.8205,71.23
2007.8233,71.93
2007.826,71.53
2007.8288,71.93
2007.8315,73.83
2007.8342,75.03
2007.837,71.03
2007.8397,73.43
2007.8425,67.63
2007.8452,68.23
2007.8479,70.53
2007.8507,71.03
2007.8534,71.13
2007.8562,70.33
2007.8589,69.43
2007.8616,68.93
2007.8644,63.83
2007.8671,61.43
2007.8699,67.63
2007.8726,70.03
2007.8753,69.23
2007.8781,69.43
2007.8808,68.43
2007.8836,66.33
2007.8863,67.03
2007.889,70.93
2007.8918,76.93
2007.8945,68.23
2007.8973,69.53
2007.9,67.13
2007.9027,68.63
2007.9055,65.03
2007.9082,68.83
2007.911,63.83
2007.9137,66.73
2007.9164,71.43
2007.9192,72.43
2007.9219,74.63
2007.9247,70.33
2007.9274,68.43
2007.9301,66.03
2007.9329,73.03
2007.9356,69.33
2007.9384,71.43
2007.9411,63.83
2007.9438,58.33
2007.9466,56.13
2007.9493,57.93
2007.9521,57.23
2007.9548,57.33
2007.9575,59.23
2007.9603,57.83
2007.963,58.33
2007.9658,61.23
2007.9685,65.83
2007.9712,64.23
2007.974,70.03
2007.9767,69.73
2007.9795,68.03
2007.9822,64.03
2007.9849,64.83
2007.9877,63.73
2007.9904,61.43
2007.9932,68.13
2007.9959,65.73
2007.9986,60.83
2008.0014,51.53
2008.0041,52.63
2008.0068,50.33
2008.0096,52.43
2008.0123,60.03
2008.015,61.03
2008.0178,65.03
2008.0205,64.73
2008.0232,65.93
2008.026,69.13
2008.0287,69.43
2008.0314,70.53
2008.0342,71.53
2008.0369,70.03
2008.0396,72.93
2008.0423,72.93
2008.0451,69.13
2008.0478,66.63
2008.0505,71.63
2008.0533,70.53
2008.056,70.63
2008.0587,66.53
2008.0615,65.33
2008.0642,65.33
2008.0669,66.53
2008.0697,71.13
2008.0724,70.13
2008.0751,68.83
2008.0779,68.23
2008.0806,65.93
2008.0833,67.83
2008.0861,77.53
2008.0888,66.63
2008.0915,61.93
2008.0943,63.23
2008.097,63.13
2008.0997,63.83
2008.1025,59.03
2008.1052,58.83
2008.1079,56.43
2008.1107,59.73
2008.1134,58.63
2008.1161,61.33
2008.1189,64.23
2008.1216,61.83
2008.1243,57.23
2008.127,59.03
2008.1298,65.13
2008.1325,66.33
2008.1352,66.63
2008.138,68.03
2008.1407,72.53
2008.1434,74.93
2008.1462,74.23
2008.1489,71.73
2008.1516,64.43
2008.1544,71.33
2008.1571,69.43
2008.1598,67.13
2008.1626,68.43
2008.1653,73.83
2008.168,69.23
2008.1708,66.53
2008.1735,66.33
2008.1762,64.13
2008.179,66.63
2008.1817,66.03
2008.1844,65.13
2008.1872,69.83
2008.1899,72.23
2008.1926,71.03
2008.1954,74.53
2008.1981,68.13
2008.2008,65.03
2008.2036,60.33
2008.2063,68.43
2008.209,66.83
2008.2117,67.13
2008.2145,64.13
2008.2172,69.63
2008.2199,73.43
2008.2227,71.53
2008.2254,68.73
2008.2281,73.03
2008.2309,71.23
2008.2336,77.23
2008.2363,70.63
2008.2391,65.73
2008.2418,65.53
2008.2445,63.73
2008.2473,68.43
2008.25,68.03
2008.2527,68.63
2008.2555,63.83
2008.2582,67.83
2008.2609,71.93
2008.2637,73.43
2008.2664,73.83
2008.2691,75.53
2008.2719,73.13
2008.2746,70.53
2008.2773,73.43
2008.2801,73.23
2008.2828,72.03
2008.2855,70.23
2008.2883,67.23
2008.291,66.63
2008.2937,71.03
2008.2964,75.13
2008.2992,75.43
2008.3019,73.53
2008.3046,73.13
2008.3074,70.73
2008.3101,74.03
2008.3128,73.03
2008.3156,72.43
2008.3183,70.13
2008.321,72.83
2008.3238,76.43
2008.3265,76.33
2008.3292,77.83
2008.332,68.73
2008.3347,68.53
2008.3374,71.13
2008.3402,70.03
2008.3429,69.53
2008.3456,68.13
2008.3484,69.53
2008.3511,73.93
2008.3538,75.43
2008.3566,73.53
2008.3593,73.13
2008.362,72.33
2008.3648,72.93
2008.3675,73.93
2008.3702,76.23
2008.373,78.33
2008.3757,74.73
2008.3784,73.43
2008.3811,73.03
2008.3839,69.13
2008.3866,70.23
2008.3893,69.63
2008.3921,68.33
2008.3948,71.73
2008.3975,74.03
2008.4003,75.83
2008.403,74.73
2008.4057,77.53
2008.4085,77.93
2008.4112,81.83
2008.4139,83.23
2008.4167,80.03
2008.4194,78.93
2008.4221,75.23
2008.4249,78.23
2008.4276,80.23
2008.4303,81.03
2008.4331,79.53
2008.4358,76.83
2008.4385,83.73
2008.4413,85.13
2008.444,83.43
2008.4467,79.03
2008.4495,77.63
2008.4522,75.23
2008.4549,80.53
2008.4577,80.33
2008.4604,78.23
2008.4631,76.73
2008.4658,79.43
2008.4686,77.33
2008.4713,75.93
2008.474,78.23
2008.4768,77.83
2008.4795,79.13
2008.4822,77.93
2008.485,75.23
2008.4877,81.73
2008.4904,78.13
2008.4932,73.93
2008.4959,77.53
2008.4986,76.33
2008.5014,78.13
2008.5041,74.13
2008.5068,77.53
2008.5096,86.23
2008.5123,81.33
2008.515,84.13
2008.5178,84.33
2008.5205,89.43
2008.5232,84.73
2008.526,84.03
2008.5287,85.23
2008.5314,80.73
2008.5342,82.63
2008.5369,83.23
2008.5396,77.63
2008.5423,81.73
2008.5451,75.03
2008.5478,74.43
2008.5505,80.43
2008.5533,81.63
2008.556,76.73
2008.5587,76.93
2008.5615,73.33
2008.5642,78.93
2008.5669,76.63
2008.5697,81.13
2008.5724,79.13
2008.5751,75.33
2008.5779,80.93
2008.5806,81.93
2008.5833,84.93
2008.5861,77.73
2008.5888,79.33
2008.5915,80.13
2008.5943,80.83
2008.597,83.93
2008.5997,78.43
2008.6025,80.83
2008.6052,83.93
2008.6079,77.93
2008.6107,81.33
2008.6134,76.33
2008.6161,85.43
2008.6189,81.13
2008.6216,76.13
2008.6243,78.73
2008.627,73.13
2008.6298,77.33
2008.6325,79.83
2008.6352,79.53
2008.638,77.93
2008.6407,80.03
2008.6434,79.93
2008.6489,76.13
2008.6516,75.53
2008.6544,74.63
2008.6571,79.53
2008.6598,76.93
2008.6626,73.83
2008.6653,72.63
2008.668,77.73
2008.6708,79.03
2008.6735,79.03
2008.6762,76.73
2008.679,74.53
2008.6817,75.73
2008.6844,80.83
2008.6872,78.93
2008.6899,73.73
2008.6926,74.83
2008.6954,74.33
2008.6981,71.63
2008.7008,70.93
2008.7036,75.33
2008.7063,74.33
2008.709,73.73
2008.7117,73.73
2008.7145,74.03
2008.7172,74.73
2008.7199,74.03
2008.7227,75.13
2008.7254,76.73
2008.7281,77.33
2008.7309,76.23
2008.7336,73.03
2008.7363,78.83
2008.7391,81.23
2008.7418,82.83
2008.7445,85.53
2008.7473,85.03
2008.75,82.23
2008.7527,84.93
2008.7555,81.73
2008.7582,81.43
2008.7609,82.73
2008.7637,79.43
2008.7664,78.83
2008.7691,77.63
2008.7719,76.53
2008.7746,75.43
2008.7773,75.93
2008.7801,76.83
2008.7828,79.13
2008.7855,76.93
2008.7883,80.23
2008.791,82.03
2008.7937,76.03
2008.7964,78.53
2008.7992,80.43
2008.8019,78.03
2008.8046,81.13
2008.8074,73.93
2008.8101,74.53
2008.8128,74.93
2008.8156,70.13
2008.8183,77.43
2008.821,77.13
2008.8238,79.23
2008.8265,74.23
2008.8292,76.33
2008.832,73.13
2008.8347,68.33
2008.8374,74.63
2008.8402,76.63
2008.8429,73.63
2008.8456,74.13
2008.8484,72.33
2008.8511,70.83
2008.8538,71.13
2008.8566,75.83
2008.8593,74.53
2008.862,77.03
2008.8648,73.13
2008.8675,71.23
2008.8702,72.53
2008.873,72.63
2008.8757,70.63
2008.8784,75.03
2008.8811,75.33
2008.8839,80.23
2008.8866,81.13
2008.8893,79.83
2008.8921,70.83
2008.8948,72.83
2008.8975,76.23
2008.9003,61.93
2008.903,66.23
2008.9057,69.73
2008.9085,71.63
2008.9112,70.63
2008.9139,70.63
2008.9167,72.03
2008.9194,71.93
2008.9221,73.13
2008.9249,76.83
2008.9276,78.23
2008.9303,72.03
2008.9331,71.83
2008.9358,70.43
2008.9385,72.63
2008.9413,70.83
2008.944,65.13
2008.9467,82.33
2008.9495,79.63
2008.9522,78.03
2008.9549,77.13
2008.9577,80.33
2008.9604,72.83
2008.9631,74.33
2008.9658,72.23
2008.9686,72.83
2008.9713,73.53
2008.974,71.93
2008.9768,70.43
2008.9795,70.03
2008.9822,66.93
2008.985,64.73
2008.9877,65.73
2008.9904,64.93
2008.9932,68.33
2008.9959,66.93
2008.9986,73.53
2009.0014,70.23
2009.0041,70.93
2009.0068,72.53
2009.0096,73.23
2009.0123,74.23
2009.0151,75.63
2009.0178,73.53
2009.0205,74.53
2009.0233,81.73
2009.026,77.23
2009.0288,81.73
2009.0315,84.83
2009.0342,79.23
2009.037,77.23
2009.0397,71.93
2009.0425,71.83
2009.0452,74.73
2009.0479,78.33
2009.0507,80.83
2009.0534,77.43
2009.0562,79.73
2009.0589,82.43
2009.0616,90.73
2009.0644,92.43
2009.0671,83.83
2009.0699,85.53
2009.0726,82.23
2009.0753,78.73
2009.0781,80.53
2009.0808,78.63
2009.0836,78.63
2009.0863,81.43
2009.089,82.43
2009.0918,86.93
2009.0945,92.33
2009.0973,94.03
2009.1,91.73
2009.1027,88.23
2009.1055,79.23
2009.1082,73.93
2009.111,73.53
2009.1137,71.23
2009.1164,68.53
2009.1192,63.63
2009.1219,66.73
2009.1247,71.33
2009.1274,71.23
2009.1301,70.53
2009.1329,69.03
2009.1356,69.03
2009.1384,69.63
2009.1411,73.03
2009.1438,75.23
2009.1466,76.33
2009.1493,76.63
2009.1521,81.73
2009.1548,82.43
2009.1575,76.63
2009.1603,75.73
2009.163,77.83
2009.1658,79.83
2009.1685,77.03
2009.1712,81.43
2009.174,82.03
2009.1767,82.63
2009.1795,80.53
2009.1822,83.33
2009.1849,80.33
2009.1877,81.83
2009.1904,76.93
2009.1932,76.23
2009.1959,76.53
2009.1986,75.83
2009.2014,73.03
2009.2041,74.63
2009.2068,73.63
2009.2096,73.03
2009.2123,71.43
2009.2151,75.93
2009.2178,76.63
2009.2205,80.53
2009.2233,83.63
2009.226,82.23
2009.2288,85.23
2009.2315,85.13
2009.2342,83.73
2009.237,82.23
2009.2397,78.43
2009.2425,78.73
2009.2452,76.23
2009.2479,75.13
2009.2507,76.33
2009.2534,77.73
2009.2562,80.83
2009.2589,79.73
2009.2616,78.63
2009.2644,79.83
2009.2671,80.53
2009.2699,78.83
2009.2726,81.43
2009.2753,79.33
2009.2781,80.03
2009.2808,84.53
2009.2836,82.23
2009.2863,80.63
2009.289,78.93
2009.2918,82.63
2009.2945,82.63
2009.2973,83.63
2009.3,81.73
2009.3027,81.23
2009.3055,80.63
2009.3082,85.73
2009.311,87.33
2009.3137,86.93
2009.3164,87.73
2009.3192,91.53
2009.3219,88.53
2009.3247,83.73
2009.3274,79.33
2009.3301,82.53
2009.3329,86.13
2009.3356,87.53
2009.3384,85.83
2009.3411,85.13
2009.3438,86.23
2009.3466,83.13
2009.3493,81.63
2009.3521,81.83
2009.3548,79.63
2009.3575,80.13
2009.3603,80.63
2009.363,78.83
2009.3658,77.33
2009.3685,82.93
2009.3712,79.83
2009.374,82.53
2009.3767,82.73
2009.3795,83.73
2009.3822,83.63
2009.3849,83.33
2009.3877,85.73
2009.3904,84.53
2009.3932,87.13
2009.3959,84.63
2009.3986,87.43
2009.4014,85.93
2009.4041,81.53
2009.4068,77.53
2009.4096,76.83
2009.4123,77.73
2009.4151,85.83
2009.4178,87.23
2009.4205,84.63
2009.4233,86.83
2009.426,86.03
2009.4288,84.23
2009.4315,84.43
2009.4342,85.43
2009.437,82.83
2009.4397,84.63
2009.4425,85.23
2009.4452,85.63
2009.4479,85.93
2009.4507,88.23
2009.4534,83.63
2009.4562,80.53
2009.4589,81.93
2009.4616,82.73
2009.4644,81.53
2009.4671,82.93
2009.4699,76.73
2009.4726,79.83
2009.4753,79.73
2009.4781,82.13
2009.4808,78.53
2009.4836,79.63
2009.4863,80.13
2009.489,86.23
2009.4918,83.93
2009.4945,85.43
2009.4973,85.03
2009.5,85.53
2009.5027,90.03
2009.5055,90.43
2009.5082,88.43
2009.511,92.03
2009.5137,89.93
2009.5164,89.73
2009.5192,88.33
2009.5219,84.63
2009.5247,82.23
2009.5274,82.83
2009.5301,84.53
2009.5329,85.93
2009.5356,84.63
2009.5384,81.03
2009.5411,85.93
2009.5438,91.23
2009.5466,83.73
2009.5493,91.83
2009.5521,88.23
2009.5548,89.03
2009.5575,88.23
2009.5603,87.73
2009.563,87.83
2009.5658,82.53
2009.5685,80.63
2009.5712,81.33
2009.574,81.83
2009.5767,83.93
2009.5795,84.03
2009.5822,86.13
2009.5849,87.23
2009.5877,80.23
2009.5904,84.33
2009.5932,79.33
2009.5959,84.93
2009.5986,83.23
2009.6014,83.13
2009.6041,84.33
2009.6068,87.93
2009.6096,87.63
2009.6123,87.23
2009.6151,89.03
2009.6178,87.53
2009.6205,84.73
2009.6233,84.63
2009.626,84.53
2009.6288,85.23
2009.6315,82.43
2009.6342,82.23
2009.637,88.83
2009.6397,78.03
2009.6425,79.73
2009.6452,86.23
2009.6479,85.63
2009.6507,87.73
2009.6534,87.63
2009.6562,89.83
2009.6589,85.13
2009.6616,86.13
2009.6644,84.23
2009.6671,87.93
2009.6699,87.53
2009.6726,88.53
2009.6753,90.73
2009.6781,89.33
2009.6808,83.73
2009.6836,85.43
2009.6863,90.03
2009.689,89.23
2009.6918,79.83
2009.6945,78.33
2009.6973,85.23
2009.7,80.53
2009.7027,78.73
2009.7055,83.33
2009.7082,82.13
2009.711,86.43
2009.7137,86.33
2009.7164,87.73
2009.7192,88.83
2009.7219,87.53
2009.7247,88.63
2009.7274,89.13
2009.7301,87.73
2009.7329,87.53
2009.7356,86.03
2009.7384,90.23
2009.7411,91.13
2009.7438,88.23
2009.7466,85.63
2009.7493,86.13
2009.7521,87.43
2009.7548,85.23
2009.7575,90.23
2009.7603,87.53
2009.763,85.03
2009.7658,87.73
2009.7685,85.33
2009.7712,78.13
2009.774,80.83
2009.7767,81.43
2009.7795,81.73
2009.7822,76.33
2009.7849,79.03
2009.7877,85.83
2009.7904,83.83
2009.7932,80.73
2009.7959,85.93
2009.7986,82.03
2009.8014,81.93
2009.8041,82.13
2009.8068,84.23
2009.8096,86.03
2009.8123,81.83
2009.8151,87.73
2009.8178,86.93
2009.8205,86.63
2009.8233,83.43
2009.826,80.73
2009.8288,81.73
2009.8315,81.43
2009.8342,84.23
2009.837,93.63
2009.8397,89.63
2009.8425,90.73
2009.8452,88.13
2009.8479,86.73
2009.8507,89.13
2009.8534,85.53
2009.8562,84.83
2009.8589,88.13
2009.8616,87.13
2009.8644,87.43
2009.8671,86.73
2009.8699,86.33
2009.8726,89.33
2009.8753,85.53
2009.8781,86.03
2009.8808,87.63
2009.8836,89.63
2009.8863,94.03
2009.889,85.33
2009.8918,87.93
2009.8945,89.83
2009.8973,89.33
2009.9,88.33
2009.9027,88.33
2009.9055,84.83
2009.9082,81.03
2009.911,82.43
2009.9137,81.83
2009.9164,83.43
2009.9192,83.43
2009.9219,82.43
2009.9247,80.23
2009.9274,79.03
2009.9301,80.33
2009.9329,81.53
2009.9356,77.53
2009.9384,72.73
2009.9411,73.13
2009.9438,72.43
2009.9466,75.53
2009.9493,74.83
2009.9521,74.73
2009.9548,74.33
2009.9575,74.23
2009.9603,75.03
2009.963,78.33
2009.9658,80.63
2009.9685,79.23
2009.9712,80.23
2009.974,86.23
2009.9767,86.13
2009.9795,85.83
2009.9822,88.93
2009.9849,91.53
2009.9877,87.03
2009.9904,83.83
2009.9932,79.03
2009.9959,77.43
2009.9986,79.53
2010.0014,74.83
2010.0041,71.83
2010.0068,76.83
2010.0096,74.23
2010.0123,72.43
2010.0151,72.83
2010.0178,71.63
2010.0205,71.73
2010.0233,71.83
2010.026,76.63
2010.0288,80.93
2010.0315,83.23
2010.0342,83.93
2010.037,84.83
2010.0397,81.13
2010.0425,81.83
2010.0452,82.43
2010.0479,79.93
2010.0507,78.13
2010.0534,77.83
2010.0562,74.03
2010.0589,73.13
2010.0616,77.93
2010.0644,77.63
2010.0671,75.03
2010.0699,75.83
2010.0726,89.23
2010.0753,86.73
2010.0781,83.43
2010.0808,81.33
2010.0836,79.33
2010.0863,79.43
2010.089,83.33
2010.0918,86.93
2010.0945,82.43
2010.0973,85.33
2010.1,87.53
2010.1027,87.03
2010.1055,89.93
2010.1082,89.43
2010.111,85.53
2010.1137,88.73
2010.1164,85.33
2010.1192,88.63
2010.1219,94.43
2010.1247,91.03
2010.1274,85.93
2010.1301,85.73
2010.1329,85.63
2010.1356,85.23
2010.1384,86.63
2010.1411,87.03
2010.1438,86.23
2010.1466,88.03
2010.1493,84.03
2010.1521,87.43
2010.1548,81.33
2010.1575,81.73
2010.1603,82.03
2010.163,80.33
2010.1658,82.23
2010.1685,85.03
2010.1712,81.03
2010.174,81.33
2010.1767,79.33
2010.1795,80.23
2010.1822,80.33
2010.1849,80.43
2010.1877,80.93
2010.1904,87.23
2010.1932,83.23
2010.1959,84.93
2010.1986,90.63
2010.2014,83.73
2010.2041,81.23
2010.2068,81.53
2010.2096,81.43
2010.2123,85.53
2010.2151,88.83
2010.2178,88.13
2010.2205,81.43
2010.2233,81.33
2010.226,81.73
2010.2288,82.13
2010.2315,85.63
2010.2342,88.83
2010.237,85.73
2010.2397,80.53
2010.2425,83.13
2010.2452,86.03
2010.2479,89.13
2010.2507,82.93
2010.2534,81.73
2010.2562,78.63
2010.2589,78.13
2010.2616,77.33
2010.2644,82.93
2010.2671,83.63
2010.2699,81.93
2010.2726,78.03
2010.2753,80.53
2010.2781,86.43
2010.2808,86.43
2010.2836,88.83
2010.2863,87.43
2010.289,87.23
2010.2918,95.13
2010.2945,87.63
2010.2973,85.83
2010.3,87.53
2010.3027,86.03
2010.3055,85.63
2010.3082,86.53
2010.311,81.83
2010.3137,83.83
2010.3164,84.43
2010.3192,84.73
2010.3219,86.83
2010.3247,88.93
2010.3274,90.63
2010.3301,86.83
2010.3329,85.33
2010.3356,84.53
2010.3384,82.33
2010.3411,79.83
2010.3438,83.33
2010.3466,84.43
2010.3493,88.03
2010.3521,89.93
2010.3548,88.53
2010.3575,89.73
2010.3603,94.23
2010.363,94.13
2010.3658,92.13
2010.3685,91.43
2010.3712,95.43
2010.374,89.03
2010.3767,89.43
2010.3795,90.23
2010.3822,86.23
2010.3849,93.73
2010.3877,86.33
2010.3904,89.43
2010.3932,92.93
2010.3959,92.03
2010.3986,91.73
2010.4014,91.13
2010.4041,87.23
2010.4068,87.63
2010.4096,87.63
2010.4123,89.13
2010.4151,88.73
2010.4178,90.73
2010.4205,87.53
2010.4233,87.43
2010.426,87.43
2010.4288,92.33
2010.4315,91.33
2010.4342,94.43
2010.437,91.33
2010.4397,92.03
2010.4425,101.13
2010.4452,99.23
2010.4479,97.13
2010.4507,88.13
2010.4534,85.53
2010.4562,90.53
2010.4589,91.23
2010.4616,90.73
2010.4644,90.63
2010.4671,87.23
2010.4699,84.43
2010.4726,88.43
2010.4753,88.23
2010.4781,93.83
2010.4808,97.53
2010.4836,92.93
2010.4863,93.03
2010.489,88.23
2010.4918,90.43
2010.4945,88.13
2010.4973,92.53
2010.5,93.83
2010.5027,90.13
2010.5055,99.03
2010.5082,99.43
2010.511,95.33
2010.5137,90.73
2010.5164,91.73
2010.5192,90.63
2010.5219,94.63
2010.5247,100.53
2010.5274,94.33
2010.5301,86.53
2010.5329,98.63
2010.5356,94.73
2010.5384,94.73
2010.5411,104.73
2010.5466,95.93
2010.5493,98.23
2010.5521,99.63
2010.5548,103.83
2010.5575,94.33
2010.5603,96.03
2010.563,103.03
2010.5658,99.03
2010.5685,96.53
2010.5712,96.63
2010.574,97.03
2010.5767,93.23
2010.5795,93.63
2010.5822,88.83
2010.5849,95.43
2010.5877,97.33
2010.5904,103.83
2010.5932,93.53
2010.5959,91.03
2010.5986,95.43
2010.6014,95.13
2010.6041,94.63
2010.6068,95.13
2010.6096,97.33
2010.6123,93.63
2010.6151,92.03
2010.6178,98.23
2010.6205,92.43
2010.6233,93.53
2010.626,100.43
2010.6288,103.73
2010.6315,99.83
2010.6342,90.93
2010.637,98.23
2010.6397,98.63
2010.6425,100.73
2010.6452,101.73
2010.6479,96.73
2010.6507,95.83
2010.6534,94.23
2010.6562,95.53
2010.6589,95.23
2010.6616,91.53
2010.6644,91.03
2010.6671,89.53
2010.6699,88.73
2010.6726,91.73
2010.6753,91.03
2010.6781,91.23
2010.6808,90.33
2010.6836,89.73
2010.6863,93.53
2010.689,92.53
2010.6918,95.43
2010.6945,96.63
2010.6973,99.43
2010.7,95.43
2010.7027,102.03
2010.7055,104.43
2010.7082,98.23
2010.711,97.73
2010.7137,96.73
2010.7164,93.63
2010.7192,92.63
2010.7219,90.53
2010.7247,91.43
2010.7274,94.33
2010.7301,99.93
2010.7329,97.63
2010.7356,96.33
2010.7384,95.33
2010.7411,95.53
2010.7438,93.13
2010.7466,93.73
2010.7493,95.93
2010.7521,95.03
2010.7548,93.03
2010.7575,95.83
2010.7603,96.53
2010.763,94.13
2010.7658,93.83
2010.7685,90.33
